#timestep, Fx, Fy
0.77, 0.577018, -0.000416607
0.771, 0.578437, -0.000850388
0.772, 0.58098, -0.00176678
0.773, 0.575912, 0.000253923
0.774, 0.580643, -0.00660793
0.775, 0.572207, -0.00681064
0.776, 0.581925, -0.00114538
0.777, 0.569935, -0.0015279
0.778, 0.577368, -0.00362374
0.779, 0.559458, 0.000259966
0.78, 0.561838, -0.00116295
0.781, 0.559941, 8.93181e-05
0.782, 0.578188, -0.00210756
0.783, 0.591233, -0.00632012
0.784, 0.599472, -0.00577331
0.785, 0.620744, -0.0035726
0.786, 0.615677, -0.00064814
0.787, 0.615337, -0.00149519
0.788, 0.610186, -0.00367462
0.789, 0.622508, -0.0038123
0.79, 0.616068, -0.00135443
0.791, 0.606059, 0.00273192
0.792, 0.591178, -0.000455363
0.793, 0.584232, 0.00022728
0.794, 0.609179, -0.00650142
0.795, 0.620392, -0.00367616
0.796, 0.637219, -0.00316759
0.797, 0.642804, -0.00273401
0.798, 0.63823, -0.00645749
0.799, 0.642857, -0.00136276
0.8, 0.646039, 0.00179046
0.801, 0.6258, -0.000466634
0.802, 0.615693, -0.00091942
0.803, 0.642744, -0.000915566
0.804, 0.65493, -0.00203005
0.805, 0.659906, 0.00324656
0.806, 0.66531, -0.00551065
0.807, 0.661939, -0.00821679
0.808, 0.664628, 0.000415812
0.809, 0.646742, 0.00115903
